"name","current employee estimate","city","state"
"cr capital real estate ag (crz)",3,"berlin","berlin"
"kms verkaufsförderungs gmbh",3,"berlin","berlin"
"icityguide - buyer flow marketplace",3,"berlin","berlin"
"servomed",3,"berlin","berlin"
"irewardhealth gmbh - smartes bgm",3,"berlin","berlin"
"st. hedwig-krankenhaus berlin",3,"berlin","berlin"
"leonhardt multimedia gmbh",3,"berlin","berlin"
"ikusei gmbh",3,"berlin","berlin"
"omnex europe gmbh",3,"berlin","berlin"
"omcap",3,"berlin","berlin"
"c/o berlin",3,"berlin","berlin"
"bas abrechnungsservice gmbh & co. kg",3,"berlin","berlin"
"martha",3,"berlin","berlin"
"panatom corporate communication",3,"berlin","berlin"
"ferdinand-braun-institut für höchstfrequenztechnik (fbh)",3,"berlin","berlin"
"nanotribe gmbh",3,"berlin","berlin"
"e-pixler new media gmbh",3,"berlin","berlin"
"studyplus",3,"berlin","berlin"
"dairani & wuttke ieb gbr",3,"berlin","berlin"
"boutique hotel i31",3,"berlin","berlin"
"watchbandit",3,"berlin","berlin"
"orca affairs gmbh",3,"berlin","berlin"
"simmst",3,"berlin","berlin"
"flmh labor für politik und kommunikation",3,"berlin","berlin"
"black pants studio",3,"berlin","berlin"
"plvy",3,"berlin","berlin"
"film base berlin gmbh",3,"berlin","berlin"
"omioo",3,"berlin","berlin"
"merlekerpartner - rechtsanwälte notare",3,"berlin","berlin"
"dcberlin - digitalcenturyberlin",3,"berlin","berlin"
"benocs",3,"berlin","berlin"
"imb institute of management berlin",3,"berlin","berlin"
"brandshake",3,"berlin","berlin"
"ceteris ag",3,"berlin","berlin"
"bosworth music gmbh musikalien",3,"berlin","berlin"
"get traction gmbh",3,"berlin","berlin"
"pipapo",3,"berlin","berlin"
"mikk e.v. international mediation centre for family conflict and child abduction",3,"berlin","berlin"
"labestonline gmbh",3,"berlin","berlin"
"azerbaijan student network e.v.",3,"berlin","berlin"
"servamus gmbh - messebau und technisches management",3,"berlin","berlin"
"dwr eco gmbh",3,"berlin","berlin"
"deutsche-startups.de",3,"berlin","berlin"
"freund gmbh",3,"berlin","berlin"
"freies museum berlin",3,"berlin","berlin"
"weiler welina jorno rechtsanwälte partnerschaft",3,"berlin","berlin"
"massagio",3,"berlin","berlin"
"sodi - solidaritätsdienst international e.v.",3,"berlin","berlin"
"bauelemente",3,"berlin","berlin"
"drive by mobility gmbh",3,"berlin","berlin"
"just another company",3,"berlin","berlin"
"streampark gmbh & co.kg",3,"berlin","berlin"
"international delphic council",3,"berlin","berlin"
"federal institute for risk assessment",3,"berlin","berlin"
"sinergi erneuerbare energien gmbh",3,"berlin","berlin"
"schoepe display gmbh",3,"berlin","berlin"
"europeanpioneers",3,"berlin","berlin"
"ras group ltd",3,"berlin","berlin"
"humovo germany gmbh",3,"berlin","berlin"
"mhealth pioneers gmbh",3,"berlin","berlin"
"best-sabel university of applied sciences berlin",3,"berlin","berlin"
"trigger happy productions gmbh",3,"berlin","berlin"
"m2-automation",3,"berlin","berlin"
"borsig service gmbh",3,"berlin","berlin"
"fototreff berlin",3,"berlin","berlin"
"good technology collective",3,"berlin","berlin"
"berlin linien bus gmbh",3,"berlin","berlin"
"gud.berlin",3,"berlin","berlin"
"entropy collective berlin",3,"berlin","berlin"
"denken3000",3,"berlin","berlin"
"buchbinderei",3,"berlin","berlin"
"feld studio",3,"berlin","berlin"
"apfelverleih",3,"berlin","berlin"
"biting bit gmbh",3,"berlin","berlin"
"dam.deutsche akademie für management gmbh",3,"berlin","berlin"
"license.rocks",3,"berlin","berlin"
"audience form gmbh",3,"berlin","berlin"
"lq enterprise gmbh",3,"berlin","berlin"
"cmp capital",3,"berlin","berlin"
"adviqo ag",3,"berlin","berlin"
"shc netzwerktechnik gmbh",3,"berlin","berlin"
"genius management consulting",3,"berlin","berlin"
"berlin logs",3,"berlin","berlin"
"artec gmbh",3,"berlin","berlin"
"the owners forum gmbh",3,"berlin","berlin"
"milet dynamics",3,"berlin","berlin"
"s-e-t-t  sport & events tours & travel",3,"berlin","berlin"
"abayoo business network gmbh",3,"berlin","berlin"
"smart shopping and saving gmbh",3,"berlin","berlin"
"coaeva",3,"berlin","berlin"
"black flagship",3,"berlin","berlin"
"join capital",3,"berlin","berlin"
"wetek berlin ggmbh",3,"berlin","berlin"
"stiftung digitale chancen",3,"berlin","berlin"
"the glitterking art factory",3,"berlin","berlin"
"expand mobile",3,"berlin","berlin"
"emp biotech gmbh",3,"berlin","berlin"
"drescher",3,"berlin","berlin"
"glx s.n.c.",3,"berlin","berlin"
"zero360 the innovation company",3,"berlin","berlin"
"byke mobility gmbh",3,"berlin","berlin"
"jobspotting (acquired by smartrecruiters)",3,"berlin","berlin"
"zimory",3,"berlin","berlin"
"issmeet",3,"berlin","berlin"
"gigworks llc & gmbh",3,"berlin","berlin"
"west point media",3,"berlin","berlin"
"medienmotor limited",3,"berlin","berlin"
"fmt international",3,"berlin","berlin"
"biomaderas",3,"berlin","berlin"
"morgen studios",3,"berlin","berlin"
"makea industries gmbh",3,"berlin","berlin"
"inam - innovation network for advanced materials",3,"berlin","berlin"
"eve audio gmbh",3,"berlin","berlin"
"youtailor",3,"berlin","berlin"
"black rock mobile",3,"berlin","berlin"
"ballhaus west | agentur für kampagnen gmbh",3,"berlin","berlin"
"cityhostel berlin - egi gmbh",3,"berlin","berlin"
"deutsche diabetes gesellschaft e.v.",3,"berlin","berlin"
"relaxingart academy - ulf pape",3,"berlin","berlin"
"purish gmbh",3,"berlin","berlin"
"auktionshaus karhausen ag",3,"berlin","berlin"
"kbb kollektorbau gmbh",3,"berlin","berlin"
"trendblog.net // 3pixelkindr gmbh & co. kg",3,"berlin","berlin"
"impargo gmbh",3,"berlin","berlin"
"skjerven group",3,"berlin","berlin"
"icombine",3,"berlin","berlin"
"spoods.de",3,"berlin","berlin"
"lagertechnik berlin gmbh & co. kg",3,"berlin","berlin"
"gamewheel",3,"berlin","berlin"
"sevenplans gmbh",3,"berlin","berlin"
"bbe world",3,"berlin","berlin"
"sitq systems gmbh",3,"berlin","berlin"
"prototype.berlin",3,"berlin","berlin"
"schülerpaten dachverband",3,"berlin","berlin"
"bmh bräutigam & partner rechtsanwälte mbb",3,"berlin","berlin"
"odewald kmu",3,"berlin","berlin"
"osz kim",3,"berlin","berlin"
"universal-stiftung helmut ziegner",3,"berlin","berlin"
"promos.rec real estate controlling gmbh",3,"berlin","berlin"
"kropac media gmbh",3,"berlin","berlin"
"virgen de la asuncion",3,"berlin","berlin"
"catchyou® gmbh | adtech ~ digital marketing",3,"berlin","berlin"
"fortis real estate investment gmbh",3,"berlin","berlin"
"international alumni center ggmbh (iac berlin)",3,"berlin","berlin"
"koma elektronik",3,"berlin","berlin"
"berlin cert prüf- und zertifizierstelle für medizinprodukte gmbh",3,"berlin","berlin"
"schlosspark theater berlin",3,"berlin","berlin"
"purple orange ventures gmbh",3,"berlin","berlin"
"derzeit fashion week berlin daily",3,"berlin","berlin"
"musicom ltd",3,"berlin","berlin"
"mydrams",3,"berlin","berlin"
"paketplus marketing gmbh",3,"berlin","berlin"
"frau tonis parfum",3,"berlin","berlin"
"dwuzet fassadentechnik gmbh",3,"berlin","berlin"
"m. a. r. s — ip",3,"berlin","berlin"
"okami agency",3,"berlin","berlin"
"commerzial",3,"berlin","berlin"
"lacore llp",3,"berlin","berlin"
"botschaft des königreichs der niederlande",3,"berlin","berlin"
"planio gmbh",3,"berlin","berlin"
"mixed-media studio veranstaltungen gmbh",3,"berlin","berlin"
"genopace gmbh",3,"berlin","berlin"
"dudek & könig immobilien gmbh berlin",3,"berlin","berlin"
"berlin change days",3,"berlin","berlin"
"purebeau new cosmetics gmbh",3,"berlin","berlin"
"ecarf institute gmbh",3,"berlin","berlin"
"hoffmann dental manufaktur gmbh",3,"berlin","berlin"
"schwedische botschaft",3,"berlin","berlin"
"monokel berlin gmbh",3,"berlin","berlin"
"openideo berlin chapter",3,"berlin","berlin"
"zalvus",3,"berlin","berlin"
"garbe gruppe",3,"berlin","berlin"
"solebox",3,"berlin","berlin"
"camelot broadcast services gmbh",3,"berlin","berlin"
"terrassign",3,"berlin","berlin"
"avow gmbh",3,"berlin","berlin"
"the abyss studios ug",3,"berlin","berlin"
"lifelife",3,"berlin","berlin"
"strategis llc",3,"berlin","berlin"
"euclaim deutschland gmbh",3,"berlin","berlin"
"sympatme",3,"berlin","berlin"
"tridion digital solutions gmbh",3,"berlin","berlin"
"vegard it gmbh",3,"berlin","berlin"
"fintechcube",3,"berlin","berlin"
"gustav knittel gmbh & co. kg",3,"berlin","berlin"
"in hotel",3,"berlin","berlin"
"smail.fm",3,"berlin","berlin"
"motionwise / video in brochure",3,"berlin","berlin"
"schuckart kohnert consulting gmbh",3,"berlin","berlin"
"juki - korean bbq and soju bar",3,"berlin","berlin"
"die !deenhaber",3,"berlin","berlin"
"bricks real estate gmbh",3,"berlin","berlin"
"ingenious technologies",3,"berlin","berlin"
"multiport pty ltd",3,"berlin","berlin"
"pin2pin.de",3,"berlin","berlin"
"gsw immobilien ag",3,"berlin","berlin"
"plek guitar technology / a+d gitarrentechnologie",3,"berlin","berlin"
"hygnova gmbh",3,"berlin","berlin"
"green alley investment gmbh",3,"berlin","berlin"
"remintrex - multichannel retargeting",3,"berlin","berlin"
"hashtagnull",3,"berlin","berlin"
"park-klinik weißensee",3,"berlin","berlin"
"ibn - international business network",3,"berlin","berlin"
"nomopol",3,"berlin","berlin"
"dream apartments",3,"berlin","berlin"
"digitalfuture summit at esmt berlin",3,"berlin","berlin"
"second interest ag",3,"berlin","berlin"
"heartspace",3,"berlin","berlin"
"berlin technologie holding",3,"berlin","berlin"
"digital spirit gmbh",3,"berlin","berlin"
"twister team gmbh",3,"berlin","berlin"
"vlog - verband lebensmittel ohne gentechnik [ = german industry ass'n food w/o genetic engineering]",3,"berlin","berlin"
"sulfurcell solartechnik gmbh",3,"berlin","berlin"
"finetech gmbh & co. kg",3,"berlin","berlin"
"victoria met albert",3,"berlin","berlin"
"ifbi gmbh",3,"berlin","berlin"
"oracom gmbh",3,"berlin","berlin"
"cobra youth communications gmbh",3,"berlin","berlin"
"adorum gmbh",3,"berlin","berlin"
"yi your image gmbh",3,"berlin","berlin"
"luvent consulting gmbh",3,"berlin","berlin"
"mikado foods (uk) ltd",3,"berlin","berlin"
"big red earth",3,"berlin","berlin"
"scholz umzüge möbelspedition gmbh",3,"berlin","berlin"
"bevermann consulting gmbh",3,"berlin","berlin"
"jackmode gmbh & co. kg",3,"berlin","berlin"
"hardwareluxx media gmbh",3,"berlin","berlin"
"targorien",3,"berlin","berlin"
"evania gmbh",3,"berlin","berlin"
"micropayment gmbh",3,"berlin","berlin"
"osyon gmbh",3,"berlin","berlin"
"pantocrátor gallery",3,"berlin","berlin"
"608|design",3,"berlin","berlin"
"finnland-institut in deutschland",3,"berlin","berlin"
"inventux technologies ag",3,"berlin","berlin"
"afmg technologies gmbh",3,"berlin","berlin"
"stadt & raum immobilien",3,"berlin","berlin"
"abc_dj",3,"berlin","berlin"
"#showrooming | digital meets physical",3,"berlin","berlin"
"theodor-heuss-kolleg",3,"berlin","berlin"
"glubal",3,"berlin","berlin"
"massineboecker gmbh",3,"berlin","berlin"
"et tu tableau",3,"berlin","berlin"
"adbill gmbh",3,"berlin","berlin"
"digramm media gmbh",3,"berlin","berlin"
"clurb",3,"berlin","berlin"
"annette koroll fotos",3,"berlin","berlin"
"galeries lafayette (deutschland) gmbh",3,"berlin","berlin"
"vergeer fotografie",3,"berlin","berlin"
"time change gmbh",3,"berlin","berlin"
"bbt gmbh",3,"berlin","berlin"
"peter ruge architekten",3,"berlin","berlin"
"blindfeed",3,"berlin","berlin"
"palmetto gruppe",3,"berlin","berlin"
"slice production studios gmbh",3,"berlin","berlin"
"qtixx gmbh",3,"berlin","berlin"
"nuventura gmbh",3,"berlin","berlin"
"minimal",3,"berlin","berlin"
"edaole",3,"berlin","berlin"
"lions & gazelles international recruitment ag",3,"berlin","berlin"
"eberl-pacan gesellschaft von architekten mbh",3,"berlin","berlin"
"trustami gmbh",3,"berlin","berlin"
"studio49 gmbh",3,"berlin","berlin"
"migration matters e.v.",3,"berlin","berlin"
"zonssen gmbh",3,"berlin","berlin"
"data sports group",3,"berlin","berlin"
"linden education global youth & education services",3,"berlin","berlin"
"artprojekt entwicklungen & marketing gmbh",3,"berlin","berlin"
"lure media gmbh",3,"berlin","berlin"
"metabuild gmbh",3,"berlin","berlin"
"gnerator powered by gira",3,"berlin","berlin"
"namotto.lab, web & mobile companies",3,"berlin","berlin"
"scaling spaces",3,"berlin","berlin"
"studio nand",3,"berlin","berlin"
"escapio gmbh",2,"berlin","berlin"
"ozmoze – agentur für popkultur",2,"berlin","berlin"
"f.x. rauch gmbh & co. kg",2,"berlin","berlin"
"module 7",2,"berlin","berlin"
"deals.com - retailmenot germany gmbh",2,"berlin","berlin"
"young designers lounge",2,"berlin","berlin"
"third wave gmbh",2,"berlin","berlin"
"master & slave",2,"berlin","berlin"
"rohrer immobilien gmbh",2,"berlin","berlin"
"deutsche universität für weiterbildung - berlin university for professional studies",2,"berlin","berlin"
"kaminski architekten",2,"berlin","berlin"
"mywarm deutschland gmbh",2,"berlin","berlin"
"die lautmaler",2,"berlin","berlin"
"sparta asset management",2,"berlin","berlin"
"actio service gmbh",2,"berlin","berlin"
"wonderwerk",2,"berlin","berlin"
"luxx united gmbh",2,"berlin","berlin"
"uxcamp europe",2,"berlin","berlin"
"universal real estate associates gmbh",2,"berlin","berlin"
"antivity",2,"berlin","berlin"
"berlin kombinat tours",2,"berlin","berlin"
"finstarlabs",2,"berlin","berlin"
"uferlos studios",2,"berlin","berlin"
"facilioo",2,"berlin","berlin"
"four flavor gmbh",2,"berlin","berlin"
"mottography werbeagentur",2,"berlin","berlin"
"seoistas",2,"berlin","berlin"
"wvd - wirtschafts- und versicherungsdienst des marburger bundes berlin/brandenburg gmbh",2,"berlin","berlin"
"lz international",2,"berlin","berlin"
"i-contravel gmbh",2,"berlin","berlin"
"integral-learning gmbh",2,"berlin","berlin"
"barracuda barcatering",2,"berlin","berlin"
"de'ge'pol com | german association of political consultants | young professionals community",2,"berlin","berlin"
"cpc analytics",2,"berlin","berlin"
"bitstream music lab",2,"berlin","berlin"
"magnific games",2,"berlin","berlin"
"mynewsdesk de",2,"berlin","berlin"
"blender & co",2,"berlin","berlin"
"bwk bildungswerk in kreuzberg gmbh",2,"berlin","berlin"
"keepeyeonball gmbh",2,"berlin","berlin"
"adlershof facility management gmbh",2,"berlin","berlin"
"homs arthaus",2,"berlin","berlin"
"petobel",2,"berlin","berlin"
"karibuni",2,"berlin","berlin"
"powerplace.io",2,"berlin","berlin"
"prolan datensysteme gmbh",2,"berlin","berlin"
"energiewohnen gmbh",2,"berlin","berlin"
"luca industries international gmbh",2,"berlin","berlin"
"stiftung oper in berlin",2,"berlin","berlin"
"wolter | fachanwalt für arbeitsrecht",2,"berlin","berlin"
"founderio.com",2,"berlin","berlin"
"erstenachhilfe.de",2,"berlin","berlin"
"hendrik kettelhut – ui/ux designer",2,"berlin","berlin"
"norbert zänker & kollegen, interpreters and translators",2,"berlin","berlin"
"urban nation",2,"berlin","berlin"
"the global creative alliance",2,"berlin","berlin"
"universal kongress & event marketing gmbh",2,"berlin","berlin"
"expatrio global services gmbh",2,"berlin","berlin"
"boergers",2,"berlin","berlin"
"yetu ag",2,"berlin","berlin"
"accelero bioanalytics gmbh",2,"berlin","berlin"
"marco polo capital",2,"berlin","berlin"
"harwest",2,"berlin","berlin"
"technische universität berlin",2,"berlin","berlin"
"dycle",2,"berlin","berlin"
"dskom gmbh",2,"berlin","berlin"
"when in berlin ug",2,"berlin","berlin"
"friendhood",2,"berlin","berlin"
"flowhub ug",2,"berlin","berlin"
"marque noire gmbh",2,"berlin","berlin"
"chronos vision",2,"berlin","berlin"
"goodpoint. fellows gmbh",2,"berlin","berlin"
"blackcurrant",2,"berlin","berlin"
"wild tulip",2,"berlin","berlin"
"friedrich von bodelschwingh klinik",2,"berlin","berlin"
"zepter&krone",2,"berlin","berlin"
"one two films gmbh",2,"berlin","berlin"
"latency.at",2,"berlin","berlin"
"torius gmbh",2,"berlin","berlin"
"autohaus berolina gmbh",2,"berlin","berlin"
"fassette",2,"berlin","berlin"
"bermark incoming gmbh",2,"berlin","berlin"
"jan vanderstorm gmbh & co. kg",2,"berlin","berlin"
"healthtech essentials",2,"berlin","berlin"
"creatives berlin",2,"berlin","berlin"
"berliner volksbank immobilien gmbh",2,"berlin","berlin"
"der schwarze falke | hr strategieberatung",2,"berlin","berlin"
"wam – we are music",2,"berlin","berlin"
"global2030",2,"berlin","berlin"
"subtel gmbh",2,"berlin","berlin"
"legalbase digital",2,"berlin","berlin"
"paris bar",2,"berlin","berlin"
"lumatic gmbh & co. kg",2,"berlin","berlin"
"tonerdumping.de",2,"berlin","berlin"
"freiheit.software",2,"berlin","berlin"
"partou eg",2,"berlin","berlin"
"berlin producers film gmbh & co.kg",2,"berlin","berlin"
"quiet studios",2,"berlin","berlin"
"wittenberg",2,"berlin","berlin"
"il kino",2,"berlin","berlin"
"pc-college gbr",2,"berlin","berlin"
"caesars media",2,"berlin","berlin"
"nxtbgthng gmbh",2,"berlin","berlin"
"takeair ©",2,"berlin","berlin"
"non fiction society",2,"berlin","berlin"
"elephant",2,"berlin","berlin"
"studionow gmbh",2,"berlin","berlin"
"asca gmbh angewandte synthesechemie adlershof",2,"berlin","berlin"
"sphereo gbr",2,"berlin","berlin"
"honeypump gmbh",2,"berlin","berlin"
"cosmo consult 365 gmbh",2,"berlin","berlin"
"medicover gmbh",2,"berlin","berlin"
"spendino gmbh",2,"berlin","berlin"
"kanthaus gmbh",2,"berlin","berlin"
"zeller bäderbau gmbh",2,"berlin","berlin"
"luudoo",2,"berlin","berlin"
"keine eile",2,"berlin","berlin"
"office-4-sale büromöbel gmbh",2,"berlin","berlin"
"dramaworks gmbh",2,"berlin","berlin"
"expotec gmbh",2,"berlin","berlin"
"hybrid space lab",2,"berlin","berlin"
"epic brands",2,"berlin","berlin"
"e.e.n.",2,"berlin","berlin"
"berlin aspire real estate gmbh",2,"berlin","berlin"
"chupenga",2,"berlin","berlin"
"streamwerke gmbh",2,"berlin","berlin"
"erbe elektromedizin gmbh",2,"berlin","berlin"
"coaching haus berlin",2,"berlin","berlin"
"workspex",2,"berlin","berlin"
"praxis im hof",2,"berlin","berlin"
"nanocosmos gmbh",2,"berlin","berlin"
"hum systems gmbh",2,"berlin","berlin"
"propellerfilm berlin gmbh",2,"berlin","berlin"
"restaurant reinstoff",2,"berlin","berlin"
"amour fou",2,"berlin","berlin"
"art-domino® cities in pop art by sabine welz",2,"berlin","berlin"
"marqueur gmbh",2,"berlin","berlin"
"think moto",2,"berlin","berlin"
"visionaere gmbh",2,"berlin","berlin"
"christoph spranger photography",2,"berlin","berlin"
"aupeo!",2,"berlin","berlin"
"kindyroo deutschland",2,"berlin","berlin"
"paan-group consulting",2,"berlin","berlin"
"müllers büro gmbh",2,"berlin","berlin"
"the creartive company",2,"berlin","berlin"
"theater rambazamba",2,"berlin","berlin"
"hobbyshop",2,"berlin","berlin"
"awo neukölln marketing und service gmbh",2,"berlin","berlin"
"socialmoms - germany's first influencer agency for mothers",2,"berlin","berlin"
"behind the audio",2,"berlin","berlin"
"gerhs german health services ug",2,"berlin","berlin"
